id,price
100000,5178324.07
100001,5178324.07
100002,5178324.07
100003,5178324.07
100004,5178324.07
100005,5178324.07
100006,5178324.07
100007,5178324.07
100008,5178324.07
100009,5178324.07
100010,5178324.07
100011,5178324.07
100012,5178324.07
100013,5178324.07
100014,5178324.07
100015,5178324.07
100016,5178324.07
100017,5178324.07
100018,5178324.07
100019,5178324.07
100020,5178324.07
100021,5178324.07
100022,5178324.07
100023,5178324.07
100024,5178324.07
100025,5178324.07
100026,5178324.07
100027,5178324.07
100028,5178324.07
100029,5178324.07
100030,5178324.07
100031,5178324.07
100032,5178324.07
100033,5178324.07
100034,5178324.07
100035,5178324.07
100036,5178324.07
100037,5178324.07
100038,5178324.07
100039,5178324.07
100040,5178324.07
100041,5178324.07
100042,5178324.07
100043,5178324.07
100044,5178324.07
100045,5178324.07
100046,5178324.07
100047,5178324.07
100048,5178324.07
100049,5178324.07
100050,5178324.07
100051,5178324.07
100052,5178324.07
100053,5178324.07
100054,5178324.07
100055,5178324.07
100056,5178324.07
100057,5178324.07
100058,5178324.07
100059,5178324.07
100060,5178324.07
100061,5178324.07
100062,5178324.07
100063,5178324.07
100064,5178324.07
100065,5178324.07
100066,5178324.07
100067,5178324.07
100068,5178324.07
100069,5178324.07
100070,5178324.07
100071,5178324.07
100072,5178324.07
100073,5178324.07
100074,5178324.07
100075,5178324.07
100076,5178324.07
100077,5178324.07
100078,5178324.07
100079,5178324.07
100080,5178324.07
100081,5178324.07
100082,5178324.07
100083,5178324.07
100084,5178324.07
100085,5178324.07
100086,5178324.07
100087,5178324.07
100088,5178324.07
100089,5178324.07
100090,5178324.07
100091,5178324.07
100092,5178324.07
100093,5178324.07
100094,5178324.07
100095,5178324.07
100096,5178324.07
100097,5178324.07
100098,5178324.07
100099,5178324.07
100100,5178324.07
100101,5178324.07
100102,5178324.07
100103,5178324.07
100104,5178324.07
100105,5178324.07
100106,5178324.07
100107,5178324.07
100108,5178324.07
100109,5178324.07
100110,5178324.07
100111,5178324.07
100112,5178324.07
100113,5178324.07
100114,5178324.07
100115,5178324.07
100116,5178324.07
100117,5178324.07
100118,5178324.07
100119,5178324.07
100120,5178324.07
100121,5178324.07
100122,5178324.07
100123,5178324.07
100124,5178324.07
100125,5178324.07
100126,5178324.07
100127,5178324.07
100128,5178324.07
100129,5178324.07
100130,5178324.07
100131,5178324.07
100132,5178324.07
100133,5178324.07
100134,5178324.07
100135,5178324.07
100136,5178324.07
100137,5178324.07
100138,5178324.07
100139,5178324.07
100140,5178324.07
100141,5178324.07
100142,5178324.07
100143,5178324.07
100144,5178324.07
100145,5178324.07
100146,5178324.07
100147,5178324.07
100148,5178324.07
100149,5178324.07
100150,5178324.07
100151,5178324.07
100152,5178324.07
100153,5178324.07
100154,5178324.07
100155,5178324.07
100156,5178324.07
100157,5178324.07
100158,5178324.07
100159,5178324.07
100160,5178324.07
100161,5178324.07
100162,5178324.07
100163,5178324.07
100164,5178324.07
100165,5178324.07
100166,5178324.07
100167,5178324.07
100168,5178324.07
100169,5178324.07
100170,5178324.07
100171,5178324.07
100172,5178324.07
100173,5178324.07
100174,5178324.07
100175,5178324.07
100176,5178324.07
100177,5178324.07
100178,5178324.07
100179,5178324.07
100180,5178324.07
100181,5178324.07
100182,5178324.07
100183,5178324.07
100184,5178324.07
100185,5178324.07
100186,5178324.07
100187,5178324.07
100188,5178324.07
100189,5178324.07
100190,5178324.07
100191,5178324.07
100192,5178324.07
100193,5178324.07
100194,5178324.07
100195,5178324.07
100196,5178324.07
100197,5178324.07
100198,5178324.07
100199,5178324.07
100200,5178324.07
100201,5178324.07
100202,5178324.07
100203,5178324.07
100204,5178324.07
100205,5178324.07
100206,5178324.07
100207,5178324.07
100208,5178324.07
100209,5178324.07
100210,5178324.07
100211,5178324.07
100212,5178324.07
100213,5178324.07
100214,5178324.07
100215,5178324.07
100216,5178324.07
100217,5178324.07
100218,5178324.07
100219,5178324.07
100220,5178324.07
100221,5178324.07
100222,5178324.07
100223,5178324.07
100224,5178324.07
100225,5178324.07
100226,5178324.07
100227,5178324.07
100228,5178324.07
100229,5178324.07
100230,5178324.07
100231,5178324.07
100232,5178324.07
100233,5178324.07
100234,5178324.07
100235,5178324.07
100236,5178324.07
100237,5178324.07
100238,5178324.07
100239,5178324.07
100240,5178324.07
100241,5178324.07
100242,5178324.07
100243,5178324.07
100244,5178324.07
100245,5178324.07
100246,5178324.07
100247,5178324.07
100248,5178324.07
100249,5178324.07
100250,5178324.07
100251,5178324.07
100252,5178324.07
100253,5178324.07
100254,5178324.07
100255,5178324.07
100256,5178324.07
100257,5178324.07
100258,5178324.07
100259,5178324.07
100260,5178324.07
100261,5178324.07
100262,5178324.07
100263,5178324.07
100264,5178324.07
100265,5178324.07
100266,5178324.07
100267,5178324.07
100268,5178324.07
100269,5178324.07
100270,5178324.07
100271,5178324.07
100272,5178324.07
100273,5178324.07
100274,5178324.07
100275,5178324.07
100276,5178324.07
100277,5178324.07
100278,5178324.07
100279,5178324.07
100280,5178324.07
100281,5178324.07
100282,5178324.07
100283,5178324.07
100284,5178324.07
100285,5178324.07
100286,5178324.07
100287,5178324.07
100288,5178324.07
100289,5178324.07
100290,5178324.07
100291,5178324.07
100292,5178324.07
100293,5178324.07
100294,5178324.07
100295,5178324.07
100296,5178324.07
100297,5178324.07
100298,5178324.07
100299,5178324.07
100300,5178324.07
100301,5178324.07
100302,5178324.07
100303,5178324.07
100304,5178324.07
100305,5178324.07
100306,5178324.07
100307,5178324.07
100308,5178324.07
