id,price
100000,8213578.875142792
100001,4212260.359081296
100002,3746419.4834263474
100003,2977040.3414423186
100004,7043365.441285724
100005,4941964.895202448
100006,2080732.2549101226
100007,896868.0168832524
100008,3072775.561703832
100009,1839732.0664246203
100010,5805896.810500462
100011,4674123.467286384
100012,8474223.759799818
100013,2122605.334022901
100014,3822417.9215986845
100015,5744911.597501634
100016,8283821.280639319
100017,3210457.5661527575
100018,4939655.66566662
100019,8156645.931430063
100020,5765853.590302923
100021,4101085.7619822617
100022,6519349.440441915
100023,15131298.467767317
100024,3959086.9600392906
100025,3761850.4386858093
100026,4114581.948832705
100027,4699536.933844622
100028,5424017.589821182
100029,3083629.9927799827
100030,2412172.110613877
100031,7964031.283014697
100032,3443024.6751318355
100033,3834282.8668334843
100034,3849452.302567366
100035,3993808.599644945
100036,3391761.4918861194
100037,3580407.2169599477
100038,7211221.8249804415
100039,4176652.0022405013
100040,11416168.366113672
100041,3877242.6962229325
100042,5423112.426500883
100043,4194727.248252035
100044,2302522.3422906706
100045,3813958.241942176
100046,2462738.6754581505
100047,3458027.1383801564
100048,11525759.3400838
100049,3270469.6140290913
100050,1732806.2505190917
100051,3634088.353189749
100052,10378699.870823711
100053,7224509.624698811
100054,3271255.23733673
100055,10882871.742371632
100056,4731336.154150037
100057,2995485.6166699356
100058,8180978.058414449
100059,6210467.868405507
100060,4659281.787894573
100061,13356938.495931115
100062,5043732.63283961
100063,3562295.228264476
100064,1994362.8357013857
100065,1233628.940885687
100066,4867085.284217946
100067,6087522.042404619
100068,2560821.7747892663
100069,3158981.7210257677
100070,9781788.332749514
100071,8018835.602997106
100072,3377035.1816073516
100073,3863724.788356353
100074,1489556.3626314588
100075,4154141.7917860243
100076,8165808.789463431
100077,2594144.493714692
100078,5134433.856967917
100079,1472166.5157437092
100080,4075692.735061148
100081,1496799.4202129806
100082,7469143.839777616
100083,7014556.346503815
100084,4537857.344809798
100085,4563930.5925883725
100086,4213855.057666873
100087,2900254.1993617807
100088,8765070.717730105
100089,3920947.017303105
100090,4918486.575665538
100091,7891036.945190227
100092,4125704.7560518547
100093,11262867.10989804
100094,12682452.453999879
100095,3501603.5725284396
100096,7306961.799247396
100097,5651717.378464043
100098,8098687.213092959
100099,9801989.86534889
100100,2636218.381163426
100101,2887706.078747992
100102,3975663.9812630326
100103,8712392.55346553
100104,9048130.415881218
100105,2406282.318708854
100106,7215847.464019851
100107,3063357.3920734115
100108,9128558.46117654
100109,4048800.0952163977
100110,2405258.4775898526
100111,3939580.334639337
100112,4061735.023657699
100113,2609701.9654350304
100114,5014806.832057652
100115,2285821.5344245783
100116,3629709.35190515
100117,6465343.798763544
100118,3850831.6815961334
100119,13637945.128344998
100120,3005195.8224293515
100121,1809592.308433886
100122,26597884.997801915
100123,1815134.1481395934
100124,10292299.930492
100125,3130681.4251241335
100126,11514596.610618886
100127,5425429.796295958
100128,4447493.282457499
100129,1794925.7058597128
100130,12942877.802821347
100131,8603522.719328243
100132,17811628.21886012
100133,3874132.041645924
100134,6981317.731121155
100135,5265747.425751017
100136,6105680.515337862
100137,5584841.9240214
100138,3014785.2533458504
100139,2516841.0840991666
100140,11854091.616560433
100141,19854452.518620472
100142,2431607.363754506
100143,4958992.166994931
100144,2348795.7037964864
100145,2970320.075682207
100146,3312442.9971590186
100147,2358997.3654885963
100148,9591501.997172521
100149,9514938.158673327
100150,5465514.234570507
100151,4123016.7776483092
100152,1935213.7871489543
100153,7875976.101101302
100154,3444087.068186018
100155,2378455.7525832457
100156,4076500.8388030156
100157,4224688.177756746
100158,4095710.8999151187
100159,9315369.688024044
100160,5111832.851696886
100161,8002093.153356562
100162,2242789.464259561
100163,17722548.773673482
100164,9888291.213099442
100165,11069118.022255864
100166,3564353.9744755095
100167,4490912.481859214
100168,2075638.613858573
100169,7358805.122647147
100170,2626673.0149205215
100171,1861469.5308553407
100172,2944667.452149402
100173,3404431.809799741
100174,3324974.8529294943
100175,7086278.789004119
100176,1423370.0323768693
100177,15573876.028731192
100178,8357530.674338252
100179,2216286.6535925227
100180,3425353.417157048
100181,7862655.820417207
100182,1955710.7262479828
100183,1746808.6032816537
100184,6072600.919389432
100185,4666255.748003791
100186,3179659.4325690046
100187,2388297.7481902842
100188,1320849.128434985
100189,4893161.712802709
100190,19830893.782805335
100191,2009536.5172477295
100192,7694351.624176162
100193,12371310.069763318
100194,5103518.353049625
100195,982011.3260632105
100196,7427482.8972060485
100197,2615107.687872592
100198,1990376.403873039
100199,2396756.937918998
100200,2198848.9066160964
100201,7994098.801439177
100202,4634289.636148142
100203,3149322.7389090774
100204,6463339.11094756
100205,2038081.1408498716
100206,24697094.503833655
100207,5923877.717576627
100208,5173673.964262703
100209,3350528.457164799
100210,2623373.199889081
100211,7978328.469743615
100212,3028382.531665663
100213,8515069.79401176
100214,8824600.454411702
100215,4316653.959356085
100216,4269352.52350676
